record_id,year,series,pop_focus,data_source,doi,pmid,title
955,2009,PRIMARY,grp:AANHPI,SEER,10.1007/s10552-008-9275-x,19067192,Cancer among Asian Indians/Pakistanis living in the United States: Low incidence and generally above average survival
968,2010,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1002/cncr.24760,19998273,"Annual report to the nation on the status of cancer, 1975-2006, featuring  colorectal cancer trends and impact of interventions (risk factors, screening, and treatment) to reduce future rates"
985,2001,PRIMARY,male-BC;lifetime-risk;grp:AANHPI;grp:Hispanic,CA-registry;state/regional:pacific island,10.1016/s0749-3797(00)00314-7,11275449,"The risk of developing breast cancer within the next 5, 10, or 20 years of a woman's life"
998,2017,PRIMARY,grp:Black-White,NIH-AARP-cohort,10.1186/s12885-017-3557-1,28854891,"Cancer-related risk factors and incidence of major cancers by race, gender and region; analysis of the NIH-AARP diet and health study"
1015,2006,PRIMARY,male-BC;grp:Black-White,unspecified-US-registry,10.1097/01.ede.0000229195.98786.ee,16804474,Breast cancer trends among young women in the United States
1101,2023,PRIMARY,male-BC;grp:AfricanBorn,state/regional:minnesota;state/regional:olmsted,10.1002/cam4.6558,37740603,Cancer incidence in the Somali population of Olmsted County: A Rochester epidemiology project study
1106,2020,ACS-AYA,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21637,32940362,"Cancer statistics for adolescents and young adults, 2020"
1196,2012,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.20138,22237781,"Cancer statistics, 2012"
1336,2026,PRIMARY,subtype:TNBC;male-BC;grp:AANHPI;grp:Hispanic,SEER,10.1038/s41523-026-00935-y,,"Disparities in breast cancer incidence and survival by age, race, and molecular subtype in US women"
1398,2026,PRIMARY,grp:Black-White,unspecified-US-registry,10.1001/jamanetworkopen.2026.7529,41989785,"Early-Onset Cancer Incidence Disparities Between Black and White Individuals in the US, 2003-2022"
1453,2026,ACS-Disparities,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.70045,41400551,"American Cancer Society’s Report on the Status of Cancer Disparities in the United States, 2025"
1457,2026,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.70043,41528114,"Cancer statistics, 2026"
1462,2026,PRIMARY,male-BC;grp:AANHPI;grp:AIAN;grp:Hispanic,state/regional:hawaii;state/regional:pacific island,10.1155/tbj/5584726,41742962,Rising Breast Cancer Incidence and Poor Outcomes in Young Women: A Retrospective Study
1470,2026,PRIMARY,grp:AANHPI,state/regional:hawaii;state/regional:pacific island,10.1001/jamanetworkopen.2026.21259,42377962,"Breast Cancer Incidence in Asian American, Native Hawaiian, and Pacific Islander Populations"
1478,2025,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native;state/regional:new mexico;state/regional:arizona;state/regional:navajo,10.1002/cncr.70202,41385397,"Cancer incidence, stage at diagnosis, and trends across the Navajo Nation, 2014–2018"
1569,2025,PRIMARY,male-BC;grp:AANHPI,MEC-cohort,10.1101/2025.07.14.25331338,,Characterizing cancer patterns in Okinawan vs. mainland Japanese Americans: The Multiethnic Cohort Study
1629,2025,PRIMARY,grp:overall/multi,SEER,10.1002/cam4.70797,40189850,Inequalities in Fertility-Impacting Cancer Incidence Among Young Populations in the United States
1637,2025,PRIMARY,grp:Hispanic,state/regional:florida,10.1158/1055-9965.epi-24-1325,39808161,Cancer Incidence in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL)—The Onco-SOL Ancillary Study
1693,2024,PRIMARY,subtype:HR/HER2;male-BC;grp:AANHPI,SEER;state/regional:pacific island,10.2139/ssrn.5051333,,Regional Disparities in Incidence and Outcomes of Invasive Ductal Carcinoma Among Asian and Pacific Islander Women in the United States
1761,2024,PRIMARY,subtype:TNBC;male-BC;grp:AANHPI,state/regional:hawaii,10.3390/cancers16203462,,Differences in Breast Cancer Subtypes among Racial/Ethnic Groups
1762,2024,PRIMARY,grp:Hispanic,SEER,10.1016/j.canep.2024.102632,39094298,Early-onset cancer incidence in the United States by race/ethnicity between 2011 and 2020
1800,2024,PRIMARY,grp:overall/multi,SEER,10.1158/1055-9965.epi-24-0072,38801414,"Rural–Urban Cancer Incidence and Trends in the United States, 2000 to 2019"
1875,2024,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21820,38230766,"Cancer statistics, 2024"
2021,2023,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21763,36633525,"Cancer statistics, 2023"
2038,2023,PRIMARY,subtype:TNBC;male-BC;grp:AANHPI;grp:AIAN;grp:Hispanic,SEER;AK-Native,,,"Incidence trends in triple-negative breast cancer among women in the United States from 2010 to 2019 by race/ethnicity, age and tumor stage"
2131,2022,PRIMARY,male-BC;grp:Black-White,unspecified-US-registry,10.1001/jamanetworkopen.2022.16958,35699957,"Associations of Obesity, Physical Activity, and Screening With State-Level Trends and Racial and Ethnic Disparities of Breast Cancer Incidence and Mortality in the US"
2137,2022,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.1002/cncr.34122,35119703,"Cancer disparities among non-Hispanic urban American Indian and Alaska Native populations in the United States, 1999-2017"
2151,2022,ACS-Disparities,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21703,34878180,"American Cancer Society's report on the status of cancer disparities in the United States, 2021"
2163,2022,PRIMARY,subtype:HR/HER2;male-BC;grp:Hispanic;grp:AfricanBorn,SEER,10.1101/2022.02.21.22271266,,Estrogen receptor negative breast cancer incidence rates are similar in Ghanaian and Non-Hispanic Black women in the USA
2176,2022,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21708,35020204,"Cancer statistics, 2022"
2302,2021,PRIMARY,subtype:HR/HER2;male-BC;grp:AANHPI;grp:Hispanic,SEER,10.1093/jncics/pkaa005,33392441,"Breast Cancer Incidence Trends by Estrogen Receptor Status among Asian American Ethnic Groups, 1990-2014"
2406,2020,PRIMARY,subtype:TNBC;male-BC;grp:MiddleEastern/Arab,unspecified-US-registry,10.1093/jncics/pkz091,32337499,Subtype-specific breast cancer incidence rates in black versus white men in the United States
2413,2020,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21590,31912902,"Cancer statistics, 2020"
2440,2019,PRIMARY,grp:AIAN;grp:MiddleEastern/Arab,AK-Native,10.1007/s10552-019-01216-9,31428891,Cancer incidence and associations with known risk and protective factors: the Alaska EARTH study
2453,2019,PRIMARY,subtype:HR/HER2;male-BC,SEER,10.1093/jncics/pkz040,31392297,Incidence and survival among young women with stage I-III breast cancer: Seer 2000-2015
2473,2019,ACS-AABlack,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21555,30762872,"Cancer statistics for African Americans, 2019"
2510,2019,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.1158/1055-9965.epi-19-0288,31575554,"Disparities in cancer incidence and trends among American Indians and Alaska natives in the United States, 2010–2015"
2537,2018,ACS-Hispanic,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21494,30285281,"Cancer Statistics for Hispanics/Latinos, 2018"
2548,2018,PRIMARY,grp:AANHPI;grp:AIAN,state/regional:minnesota;state/regional:pacific island,10.1002/cncr.31592,29975407,"Cancer patterns in Hmong in Minnesota, 2000 to 2012"
2601,2018,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21442,29313949,"Cancer statistics, 2018"
2610,2018,PRIMARY,male-BC;grp:Black-White,SEER,10.2147/cmar.s173099,,"The fluctuating incidence, improved survival of patients with breast cancer, and disparities by age, race, and socioeconomic status by decade, 1981–2010"
2698,2017,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21387,28055103,"Cancer Statistics, 2017"
2732,2016,PRIMARY,grp:AANHPI,unspecified-US-registry,10.1093/jjco/hyw119,,Incidence rate for breast cancer in Japanese in Japan and in the United States from the Cancer Incidence in Five Continents
2796,2015,ACS-Hispanic,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21314,26375877,"Cancer statistics for Hispanics/Latinos, 2015"
2843,2015,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21254,25559415,"Cancer statistics, 2015"
2917,2014,ACS-BreastStats,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21203,24114568,"Breast cancer statistics, 2013"
2989,2013,ACS-AABlack,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21173,23386565,"Cancer statistics for African Americans, 2013"
3116,2011,PRIMARY,subtype:lobular;male-BC;grp:Black-White,state/regional:pennsylvania,10.1089/jwh.2010.2082,,"Time trends and racial differences in female breast cancer incidence in Pennsylvania, 1985-2004"
3182,2009,PRIMARY,grp:Hispanic;grp:MiddleEastern/Arab,state/regional:florida,10.1158/1055-9965.epi-09-0329,19661072,"Cancer incidence in first generation U.S. Hispanics: Cubans, Mexicans, Puerto Ricans, and New Latinos"
3186,2009,PRIMARY,male-BC;grp:Black-White,unspecified-US-registry,10.1016/s1043-321x(09)79313-0,,Age-Related Crossover in Breast Cancer Incidence Rates between Black and White Women: Implications for Removing Racial Disparities in Breast Cancer Care
3188,2009,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.20006,19474385,"Cancer statistics, 2009"
3212,2009,PRIMARY,male-BC;grp:AANHPI;grp:AIAN,unspecified-US-registry,10.1002/cncr.24039,19109819,Fifty years of cancer in an American Indian population
3228,2008,PRIMARY,male-BC;grp:AANHPI;grp:Hispanic,SEER,10.1002/cncr.23686,18696716,"Cancer health disparities among Indian and Pakistani immigrants in the United States a Surveillance, Epidemiology, and End Results-based study from 1988 to 2003"
3230,2008,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.1002/cncr.23731,18720386,"Cancer in American Indian and Alaska Native Young Adults (Ages 20-44 Years): US, 1999-2004"
3243,2008,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/ca.2007.0010,18287387,"Cancer statistics, 2008"
3247,2008,PRIMARY,grp:AANHPI,unspecified-US-registry,10.1093/ije/dym219,18094016,"Cancer incidence rates among South Asians in four geographic regions: India, Singapore, UK and US"
3267,2007,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,unspecified-US-registry,10.1002/cncr.22914,17654663,"Cambodian cancer incidence rates in California and Washington, 1998-2002"
3268,2007,PRIMARY,grp:AANHPI;grp:AIAN;grp:MiddleEastern/Arab,SEER;state/regional:wisconsin,,17844709,Improving cancer incidence estimates for American Indians in Wisconsin
3275,2007,PRIMARY,male-BC;grp:AANHPI;grp:Hispanic;grp:MiddleEastern/Arab,CA-registry,,18159978,"Cancer incidence in the Middle Eastern population of California, 1988-2004."
3288,2007,PRIMARY,male-BC;grp:AANHPI,SEER,10.1177/107327480701400111,17242674,Cancer incidence among Korean-American immigrants in the United States and native Koreans in South Korea
3298,2006,PRIMARY,grp:Hispanic,unspecified-US-registry,10.1007/s10552-006-0045-3,16933057,"Patterns of cancer incidence among US Hispanics/Latinos, 1995-2000"
3322,2005,PRIMARY,grp:AANHPI;grp:Hispanic,CA-registry;state/regional:pacific island,10.1186/1477-3163-4-21,,"Cancer incidence in the South Asian population of California, 1988-2000"
3345,2005,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/canjclin.55.1.10,15661684,"Cancer statistics, 2005"
3360,2004,PRIMARY,grp:AANHPI,state/regional:hawaii,,15328946,The effect of migration on cancer incidence among Japanese in Hawaii
3369,2004,PRIMARY,subtype:HR/HER2;male-BC;grp:Black-White,SEER,10.1023/b:brea.0000010701.08825.2d,14997057,Is male breast cancer similar or different than female breast cancer?
3373,2004,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/canjclin.54.1.8,14974761,"Cancer Statistics, 2004"
3394,2003,PRIMARY,grp:AANHPI;grp:AIAN,state/regional:minnesota,10.1002/cncr.11443,12784344,Cancer in the Minnesota Hmong population
3398,2003,PRIMARY,grp:AANHPI,SEER;CA-registry,10.1023/a:1023046121214,12749722,"Cancer incidence patterns in Koreans in the US and in Kangwha, South Korea"
3429,2002,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/canjclin.52.1.23,11814064,"Cancer statistics, 2002"
3522,2024,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1002/cncr.35026,,"Annual Report to the Nation on the Status of Cancer, part 2: Early assessment of the COVID-19 pandemic’s impact on cancer diagnosis"
3640,2022,PRIMARY,subtype:TNBC;male-BC;grp:Black-White,SEER,10.1089/heq.2021.0041,,Structural Racism and Triple-Negative Breast Cancer among Black and White Women in the United States
3662,2021,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.1093/aje/kwaa222,,"Incidence of and Trends in the Leading Cancers with Elevated Incidence among American Indian and Alaska Native Populations, 2012-2016"
3713,2016,PRIMARY,grp:AANHPI,SEER,10.1007/978-3-319-41118-7_3,,Cancer incidence and mortality among Filipinos in the USA and the Philippines: Patterns and trends
3780,2016,PRIMARY,grp:AANHPI,Kaiser-cohort,10.1007/s10552-016-0798-2,,Risk of cancer in Asian Americans: a Kaiser Permanente cohort study
3845,2013,PRIMARY,subtype:HR/HER2;subtype:IBC;male-BC;grp:AANHPI;grp:AIAN;grp:Hispanic;grp:MiddleEastern/Arab,SEER;state/regional:detroit;state/regional:new jersey,10.1186/2193-1801-2-3,,"Characterizing inflammatory breast cancer among Arab Americans in the California, Detroit and New Jersey Surveillance, Epidemiology and End Results (SEER) registries (1988-2008)"
3861,2011,PRIMARY,subtype:TNBC;male-BC;grp:AANHPI;grp:Hispanic,CA-registry,10.1007/s10549-010-1173-8,,Asian ethnicity and breast cancer subtypes: A study from the California Cancer Registry
3891,2009,PRIMARY,grp:AANHPI;grp:AIAN,unspecified-US-registry,10.1111/j.1748-0361.2009.00247.x,,Changes in cancer incidence patterns among a northeastern American Indian population: 1955-1969 versus 1990-2004
3999,2002,PRIMARY,grp:AANHPI;grp:Hispanic,SEER;CA-registry,10.1002/ijc.10725,,"Cancer incidence patterns among Vietnamese in the United States and Ha Noi, Vietnam"
4026,2023,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.1016/j.annepidem.2023.04.016,37119997,"Incidence of selected cancers in Non-Hispanic American Indian and Alaska Native adolescent and young adult populations, 1999-2019"
4027,2016,PRIMARY,grp:AANHPI;grp:Hispanic,SEER,10.1002/ijc.29958,26661680,"Cancer incidence among Asian American populations in the United States, 2009-2011"
4035,2004,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1002/cncr.20288,15221985,"Annual report to the nation on the status of cancer, 1975-2001, with a special feature regarding survival"
4037,2011,PRIMARY,grp:AANHPI;grp:AIAN;grp:Hispanic,AK-Native,10.3322/caac.20121,21685461,The Impact of Eliminating Socioeconomic and Racial Disparities on Premature Cancer Deaths
4039,2006,PRIMARY,lifetime-risk;grp:AANHPI;grp:AIAN;grp:Hispanic,state/regional:hawaii,10.1002/cncr.21647,16388524,Racial/ethnic patterns in lifetime and age-conditional risk estimates for selected cancers
4040,2008,PRIMARY,male-BC;grp:AANHPI;grp:Hispanic,SEER;state/regional:hawaii;state/regional:guam;state/regional:pacific island,10.1007/s10552-007-9088-3,18066673,Cancer incidence and mortality patterns among specific Asian and Pacific Islander populations in the US
4043,2023,PRIMARY,grp:Hispanic,SEER,10.7759/cureus.37982,37223193,"Trends in Breast Cancer Incidence and Mortality in the United States From 2004-2018: A Surveillance, Epidemiology, and End Results (SEER)-Based Study"
4050,2013,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1093/jnci/djs491,23297039,"Annual Report to the Nation on the Status of Cancer, 19752009, Featuring the Burden and Trends in Human Papillomavirus (HPV)Associated Cancers and HPV Vaccination Coverage Levels"
4057,2011,ACS-BreastStats,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.20134,21969133,"Breast cancer statistics, 2011"
4058,2018,PRIMARY,grp:Black-White,SEER,10.1177/0898264317696777,28553811,"White-Black Differences in Cancer Incidence, Stage at Diagnosis, and Survival Among Older Adults"
4065,2014,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21208,24399786,"Cancer Statistics, 2014"
4066,2011,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1093/jnci/djr077,21454908,"Annual Report to the Nation on the Status of Cancer, 1975-2007, Featuring Tumors of the Brain and Other Nervous System"
4071,2003,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1093/jnci/djg040,12953083,"Annual report to the nation on the status of cancer, 1975-2000, featuring the uses of surveillance data for cancer prevention and control"
4082,2025,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1002/cncr.35833,40257373,"Annual Report to the Nation on the Status of Cancer, featuring state-level statistics after the onset of the COVID-19 pandemic"
4098,2007,PRIMARY,male-BC;grp:AANHPI,unspecified-US-registry,10.3322/canjclin.57.4.190,17626117,"Cancer incidence, mortality, and associated risk factors among Asian Americans of Chinese, Filipino, Vietnamese, Korean, and Japanese ethnicities"
4147,2011,PRIMARY,male-BC;grp:AANHPI,CA-registry;state/regional:pacific island,,21749024,AN EXCESS OF BREAST CANCER AMONG YOUNG CALIFORNIA-BORN ASIAN WOMEN
4164,2008,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1093/jnci/djn389,19033571,"Annual Report to the Nation on the Status of Cancer, 1975-2005, Featuring Trends in Lung Cancer, Tobacco Use, and Tobacco Control"
4172,2013,ACS-Annual,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21166,23335087,"Cancer statistics, 2013"
4213,2012,ACS-Hispanic,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21153,22987332,"Cancer statistics for Hispanics/Latinos, 2012"
4216,2012,ARN,RECURRING-REPORT,multi-registry-aggregate,10.1002/cncr.27514,22460733,"Annual Report to the Nation on the status of cancer, 1975-2008, featuring cancers associated with excess weight and lack of sufficient physical activity"
4294,2025,ACS-AABlack,RECURRING-REPORT,multi-registry-aggregate,10.3322/caac.21874,39976243,"Cancer statistics for African American and Black people, 2025"
4333,2002,PRIMARY,grp:Hispanic,state/regional:florida,10.1002/cncr.10834,12365024,Cancer among Hispanic women in South Florida: An 18-year assessment - A report from the Florida Cancer Data System
4336,2017,PRIMARY,grp:Hispanic;grp:AfricanBorn,SEER,10.1002/cncr.30701,28407201,Cancer Incidence Profile in Sub-Saharan African-Born Blacks in the United States: Similarities and Differences With US-Born Non-Hispanic Blacks
4357,2003,ACS-Hispanic,RECURRING-REPORT,multi-registry-aggregate,10.3322/canjclin.53.4.208,12924775,"Cancer statistics for Hispanics, 2003"
4389,2013,PRIMARY,grp:Hispanic;grp:MiddleEastern/Arab,SEER;state/regional:detroit,10.1007/s10552-013-0271-4,24013772,Differences in the cancer burden among foreign-born and US-born Arab Americans living in metropolitan Detroit
4429,2017,PRIMARY,grp:Hispanic;grp:MiddleEastern/Arab,CA-registry,10.1002/ijc.30928,28801942,"Cancer risk in different generations of Middle Eastern immigrants to California, 1988-2013"
